列车号,服务号,车站,到达,出发,,车站名称,列车编号,,
S405,10,9,22517,22567,,军博,T7,,
S405,10,8,22667,22708,,公主坟,T7,,
S405,10,7,22818,22853,,万寿路,T7,,
S405,10,6,22988,23023,,五棵松,T7,,
S405,10,5,23163,23193,,玉泉路,T7,,
S405,10,4,23313,23343,,八宝山,T7,,
S405,10,3,23493,23523,,八角村,T7,,
S405,10,2,23673,23703,,古城,T7,,
S405,10,1,23903,23903,,苹果园,T7,,
S405,8,23,20958,20958,,四惠东,T7,,
S405,8,22,21098,21128,,四惠,T7,,
S405,8,21,21271,21316,,大望路,T7,,
S405,8,20,21436,21481,,国贸,T7,,
S405,8,19,21566,21596,,永安里,T7,,
S405,8,18,21716,21761,,建国门,T7,,
S405,8,17,21871,21916,,东单,T7,,
S405,8,16,22001,22031,,王府井,T7,,
S405,8,15,22121,22147,,天东,T7,,
S405,8,14,22237,22263,,天西,T7,,
S405,8,13,22368,22413,,西单,T7,,
S405,8,12,22533,22583,,复兴门,T7,,
S405,8,11,22643,22669,,礼士路,T7,,
S405,8,10,22789,22819,,木樨地,T7,,
S405,8,9,22919,22969,,军博,T7,,
S405,8,8,23069,23110,,公主坟,T7,,
S405,8,7,23220,23255,,万寿路,T7,,
S405,8,6,23390,23425,,五棵松,T7,,
S405,8,5,23565,23595,,玉泉路,T7,,
S405,8,4,23715,23745,,八宝山,T7,,
S405,8,3,23895,23925,,八角村,T7,,
S405,8,2,24075,24105,,古城,T7,,
S405,8,1,24305,24305,,苹果园,T7,,
S405,10,23,21360,21360,,四惠东,T7,,
S405,10,22,21500,21530,,四惠,T7,,
S405,10,21,21673,21718,,大望路,T7,,
S405,10,20,21838,21883,,国贸,T7,,
S405,10,19,21968,21998,,永安里,T7,,
S405,10,18,22118,22163,,建国门,T7,,
S405,10,17,22273,22318,,东单,T7,,
S405,10,16,22403,22433,,王府井,T7,,
S405,10,15,22523,22549,,天东,T7,,
S405,10,14,22639,22665,,天西,T7,,
S405,10,13,22770,22815,,西单,T7,,
S405,10,12,22935,22985,,复兴门,T7,,
S405,10,11,23045,23071,,礼士路,T7,,
S405,10,10,23191,23221,,木樨地,T7,,
S405,10,9,23321,23371,,军博,T7,,
S405,10,8,23471,23512,,公主坟,T7,,
S405,10,7,23622,23657,,万寿路,T7,,
S405,10,6,23792,23827,,五棵松,T7,,
S405,10,5,23967,23997,,玉泉路,T7,,
S405,10,4,24117,24147,,八宝山,T7,,
S405,10,3,24297,24327,,八角村,T7,,
S405,10,2,24477,24507,,古城,T7,,
S405,10,1,24707,24707,,苹果园,T7,,
S405,8,23,21762,21762,,四惠东,T7,,
S405,8,22,21902,21932,,四惠,T7,,
S405,8,21,22075,22120,,大望路,T7,,
S405,8,20,22240,22285,,国贸,T7,,
S405,8,19,22370,22400,,永安里,T7,,
S405,8,18,22520,22565,,建国门,T7,,
S405,8,17,22675,22720,,东单,T7,,
S405,8,16,22805,22835,,王府井,T7,,
S405,8,15,22925,22951,,天东,T7,,
S405,8,14,23041,23067,,天西,T7,,
S405,8,13,23172,23217,,西单,T7,,
S405,8,12,23337,23387,,复兴门,T7,,
S405,8,11,23447,23473,,礼士路,T7,,
S405,8,10,23593,23623,,木樨地,T7,,
S405,8,9,23723,23773,,军博,T7,,
S405,8,8,23873,23914,,公主坟,T7,,
S405,8,7,24024,24059,,万寿路,T7,,
S405,8,6,24194,24229,,五棵松,T7,,
S405,8,5,24369,24399,,玉泉路,T7,,
S405,8,4,24519,24549,,八宝山,T7,,
S405,8,3,24699,24729,,八角村,T7,,
S405,8,2,24879,24909,,古城,T7,,
S405,8,1,25109,25109,,苹果园,T7,,
S405,10,23,22164,22164,,四惠东,T7,,
S405,10,22,22304,22334,,四惠,T7,,
S405,10,21,22477,22522,,大望路,T7,,
S405,10,20,22642,22687,,国贸,T7,,
S405,10,19,22772,22802,,永安里,T7,,
S405,10,18,22922,22967,,建国门,T7,,
S405,10,17,23077,23122,,东单,T7,,
S405,10,16,23207,23237,,王府井,T7,,
S405,10,15,23327,23353,,天东,T7,,
S405,10,14,23443,23469,,天西,T7,,
S405,10,13,23574,23619,,西单,T7,,
S405,10,12,23739,23789,,复兴门,T7,,
S405,10,11,23849,23875,,礼士路,T7,,
S405,10,10,23995,24025,,木樨地,T7,,
S405,10,9,24125,24175,,军博,T7,,
S405,10,8,24275,24316,,公主坟,T7,,
S405,10,7,24426,24461,,万寿路,T7,,
S405,10,6,24596,24631,,五棵松,T7,,
S405,10,5,24771,24801,,玉泉路,T7,,
S405,10,4,24921,24951,,八宝山,T7,,
S405,10,3,25101,25131,,八角村,T7,,
S405,10,2,25281,25311,,古城,T7,,
S405,10,1,25511,25511,,苹果园,T7,,
S405,8,23,22566,22566,,四惠东,T7,,
S405,8,22,22706,22736,,四惠,T7,,
S405,8,21,22879,22924,,大望路,T7,,
S405,8,20,23044,23089,,国贸,T7,,
S405,8,19,23174,23204,,永安里,T7,,
S405,8,18,23324,23369,,建国门,T7,,
S405,8,17,23479,23524,,东单,T7,,
S405,8,16,23609,23639,,王府井,T7,,
S405,8,15,23729,23755,,天东,T7,,
S405,8,14,23845,23871,,天西,T7,,
S405,8,13,23976,24021,,西单,T7,,
S405,8,12,24141,24191,,复兴门,T7,,
S405,8,11,24251,24277,,礼士路,T7,,
S405,8,10,24397,24427,,木樨地,T7,,
S405,8,9,24527,24577,,军博,T7,,
S405,8,8,24677,24718,,公主坟,T7,,
S405,8,7,24828,24863,,万寿路,T7,,
S405,8,6,24998,25033,,五棵松,T7,,
S405,8,5,25173,25203,,玉泉路,T7,,
S405,8,4,25323,25353,,八宝山,T7,,
S405,8,3,25503,25533,,八角村,T7,,
S405,8,2,25683,25713,,古城,T7,,
S405,8,1,25913,25913,,苹果园,T7,,
S405,10,23,22968,22968,,四惠东,T7,,
S405,10,22,23108,23138,,四惠,T7,,
S405,10,21,23281,23326,,大望路,T7,,
S405,10,20,23446,23491,,国贸,T7,,
S405,10,19,23576,23606,,永安里,T7,,
S405,10,18,23726,23771,,建国门,T7,,
S405,10,17,23881,23926,,东单,T7,,
S405,10,16,24011,24041,,王府井,T7,,
S405,10,15,24131,24157,,天东,T7,,
S405,10,14,24247,24273,,天西,T7,,
S405,10,13,24378,24423,,西单,T7,,
S405,10,12,24543,24593,,复兴门,T7,,
S405,10,11,24653,24679,,礼士路,T7,,
S405,10,10,24799,24829,,木樨地,T7,,
S405,10,9,24929,24979,,军博,T7,,
S405,10,8,25079,25120,,公主坟,T7,,
S405,10,7,25230,25265,,万寿路,T7,,
S405,10,6,25400,25435,,五棵松,T7,,
S405,10,5,25575,25605,,玉泉路,T7,,
S405,10,4,25725,25755,,八宝山,T7,,
S405,10,3,25905,25935,,八角村,T7,,
S405,10,2,26085,26115,,古城,T7,,
S405,10,1,26315,26315,,苹果园,T7,,
S405,8,23,23370,23370,,四惠东,T7,,
S405,8,22,23510,23540,,四惠,T7,,
S405,8,21,23683,23728,,大望路,T7,,
S405,8,20,23848,23893,,国贸,T7,,
S405,8,19,23978,24008,,永安里,T7,,
S405,8,18,24128,24173,,建国门,T7,,
S405,8,17,24283,24328,,东单,T7,,
S405,8,16,24413,24443,,王府井,T7,,
S405,8,15,24533,24559,,天东,T7,,
S405,8,14,24649,24675,,天西,T7,,
S405,8,13,24780,24825,,西单,T7,,
S405,8,12,24945,24995,,复兴门,T7,,
S405,8,11,25055,25081,,礼士路,T7,,
S405,8,10,25201,25231,,木樨地,T7,,
S405,8,9,25331,25381,,军博,T7,,
S405,8,8,25481,25522,,公主坟,T7,,
S405,8,7,25632,25667,,万寿路,T7,,
S405,8,6,25802,25837,,五棵松,T7,,
S405,8,5,25977,26007,,玉泉路,T7,,
S405,8,4,26127,26157,,八宝山,T7,,
S405,8,3,26307,26337,,八角村,T7,,
S405,8,2,26487,26517,,古城,T7,,
S405,8,1,26717,26717,,苹果园,T7,,
S405,10,23,23772,23772,,四惠东,T7,,
S405,10,22,23912,23942,,四惠,T7,,
S405,10,21,24085,24130,,大望路,T7,,
S405,10,20,24250,24295,,国贸,T7,,
S405,10,19,24380,24410,,永安里,T7,,
S405,10,18,24530,24575,,建国门,T7,,
S405,10,17,24685,24730,,东单,T7,,
S405,10,16,24815,24845,,王府井,T7,,
S405,10,15,24935,24961,,天东,T7,,
S405,10,14,25051,25077,,天西,T7,,
S405,10,13,25182,25227,,西单,T7,,
S405,10,12,25347,25397,,复兴门,T7,,
S405,10,11,25457,25483,,礼士路,T7,,
S405,10,10,25603,25633,,木樨地,T7,,
S405,10,9,25733,25783,,军博,T7,,
S405,10,8,25883,25924,,公主坟,T7,,
S405,10,7,26034,26069,,万寿路,T7,,
S405,10,6,26204,26239,,五棵松,T7,,
S405,10,5,26379,26409,,玉泉路,T7,,
S405,10,4,26529,26559,,八宝山,T7,,
S405,10,3,26709,26739,,八角村,T7,,
S405,10,2,26889,26919,,古城,T7,,
S405,10,1,27119,27119,,苹果园,T7,,
S405,8,23,24174,24174,,四惠东,T7,,
S405,8,22,24314,24344,,四惠,T7,,
S405,8,21,24487,24532,,大望路,T7,,
S405,8,20,24652,24697,,国贸,T7,,
S405,8,19,24782,24812,,永安里,T7,,
S405,8,18,24932,24977,,建国门,T7,,
S405,8,17,25087,25132,,东单,T7,,
S405,8,16,25217,25247,,王府井,T7,,
S405,8,15,25337,25363,,天东,T7,,
S405,8,14,25453,25479,,天西,T7,,
S405,8,13,25584,25629,,西单,T7,,
S405,8,12,25749,25799,,复兴门,T7,,
S405,8,11,25859,25885,,礼士路,T7,,
S405,8,10,26005,26035,,木樨地,T7,,
S405,8,9,26135,26185,,军博,T7,,
S405,8,8,26285,26326,,公主坟,T7,,
S405,8,7,26436,26471,,万寿路,T7,,
S405,8,6,26606,26641,,五棵松,T7,,
S405,8,5,26781,26811,,玉泉路,T7,,
S405,8,4,26931,26961,,八宝山,T7,,
S405,8,3,27111,27141,,八角村,T7,,
S405,8,2,27291,27321,,古城,T7,,
S405,8,1,27521,27521,,苹果园,T7,,
S405,10,23,24576,24576,,四惠东,T7,,
S405,10,22,24716,24746,,四惠,T7,,
S405,10,21,24889,24934,,大望路,T7,,
S405,10,20,25054,25099,,国贸,T7,,
S405,10,19,25184,25214,,永安里,T7,,
S405,10,18,25334,25379,,建国门,T7,,
S405,10,17,25489,25534,,东单,T7,,
S405,10,16,25619,25649,,王府井,T7,,
S405,10,15,25739,25765,,天东,T7,,
S405,10,14,25855,25881,,天西,T7,,
S405,10,13,25986,26031,,西单,T7,,
S405,10,12,26151,26201,,复兴门,T7,,
S405,10,11,26261,26287,,礼士路,T7,,
S405,10,10,26407,26437,,木樨地,T7,,
S405,10,9,26537,26587,,军博,T7,,
S405,10,8,26687,26728,,公主坟,T7,,
S405,10,7,26838,26873,,万寿路,T7,,
S405,10,6,27008,27043,,五棵松,T7,,
S405,10,5,27183,27213,,玉泉路,T7,,
S405,10,4,27333,27363,,八宝山,T7,,
S405,10,3,27513,27543,,八角村,T7,,
S405,10,2,27693,27723,,古城,T7,,
S405,10,1,27923,27923,,苹果园,T7,,
S405,8,23,24978,24978,,四惠东,T7,,
S405,8,22,25118,25148,,四惠,T7,,
S405,8,21,25291,25336,,大望路,T7,,
S405,8,20,25456,25501,,国贸,T7,,
S405,8,19,25586,25616,,永安里,T7,,
S405,8,18,25736,25781,,建国门,T7,,
S405,8,17,25891,25936,,东单,T7,,
S405,8,16,26021,26051,,王府井,T7,,
S405,8,15,26141,26167,,天东,T7,,
S405,8,14,26257,26283,,天西,T7,,
S405,8,13,26388,26433,,西单,T7,,
S405,8,12,26553,26603,,复兴门,T7,,
S405,8,11,26663,26689,,礼士路,T7,,
S405,8,10,26809,26839,,木樨地,T7,,
S405,8,9,26939,26989,,军博,T7,,
S405,8,8,27089,27130,,公主坟,T7,,
S405,8,7,27240,27275,,万寿路,T7,,
S405,8,6,27410,27445,,五棵松,T7,,
S405,8,5,27585,27615,,玉泉路,T7,,
S405,8,4,27735,27765,,八宝山,T7,,
S405,8,3,27915,27945,,八角村,T7,,
S405,8,2,28095,28125,,古城,T7,,
S405,8,1,28325,28325,,苹果园,T7,,
S405,10,23,25380,25380,,四惠东,T7,,
S405,10,22,25520,25550,,四惠,T7,,
S405,10,21,25693,25738,,大望路,T7,,
S405,10,20,25858,25903,,国贸,T7,,
S405,10,19,25988,26018,,永安里,T7,,
S405,10,18,26138,26183,,建国门,T7,,
S405,10,17,26293,26338,,东单,T7,,
S405,10,16,26423,26453,,王府井,T7,,
S405,10,15,26543,26569,,天东,T7,,
S405,10,14,26659,26685,,天西,T7,,
S405,10,13,26790,26835,,西单,T7,,
S405,10,12,26955,27005,,复兴门,T7,,
S405,10,11,27065,27091,,礼士路,T7,,
S405,10,10,27211,27241,,木樨地,T7,,
S405,10,9,27341,27391,,军博,T7,,
S405,10,8,27491,27532,,公主坟,T7,,
S405,10,7,27642,27677,,万寿路,T7,,
S405,10,6,27812,27847,,五棵松,T7,,
S405,10,5,27987,28017,,玉泉路,T7,,
S405,10,4,28137,28167,,八宝山,T7,,
S405,10,3,28317,28347,,八角村,T7,,
S405,10,2,28497,28527,,古城,T7,,
S405,10,1,28727,28727,,苹果园,T7,,
S405,8,23,25782,25782,,四惠东,T7,,
S405,8,22,25922,25952,,四惠,T7,,
S405,8,21,26095,26140,,大望路,T7,,
S405,8,20,26260,26305,,国贸,T7,,
S405,8,19,26390,26420,,永安里,T7,,
S405,8,18,26540,26585,,建国门,T7,,
S405,8,17,26695,26740,,东单,T7,,
S405,8,16,26825,26855,,王府井,T7,,
S405,8,15,26945,26971,,天东,T7,,
S405,8,14,27061,27087,,天西,T7,,
S405,8,13,27192,27237,,西单,T7,,
S405,8,12,27357,27407,,复兴门,T7,,
S405,8,11,27467,27493,,礼士路,T7,,
S405,8,10,27613,27643,,木樨地,T7,,
S405,8,9,27743,27793,,军博,T7,,
S405,8,8,27893,27934,,公主坟,T7,,
S405,8,7,28044,28079,,万寿路,T7,,
S405,8,6,28214,28249,,五棵松,T7,,
S405,8,5,28389,28419,,玉泉路,T7,,
S405,8,4,28539,28569,,八宝山,T7,,
S405,8,3,28719,28749,,八角村,T7,,
S405,8,2,28899,28929,,古城,T7,,
S405,8,1,29129,29129,,苹果园,T7,,
S405,10,23,26184,26184,,四惠东,T7,,
S405,10,22,26324,26354,,四惠,T7,,
S405,10,21,26497,26542,,大望路,T7,,
S405,10,20,26662,26707,,国贸,T7,,
S405,10,19,26792,26822,,永安里,T7,,
S405,10,18,26942,26987,,建国门,T7,,
S405,10,17,27097,27142,,东单,T7,,
S405,10,16,27227,27257,,王府井,T7,,
S405,10,15,27347,27373,,天东,T7,,
S405,10,14,27463,27489,,天西,T7,,
S405,10,13,27594,27639,,西单,T7,,
S405,10,12,27759,27809,,复兴门,T7,,
S405,10,11,27869,27895,,礼士路,T7,,
S405,10,10,28015,28045,,木樨地,T7,,
S405,10,9,28145,28195,,军博,T7,,
S405,10,8,28295,28336,,公主坟,T7,,
S405,10,7,28446,28481,,万寿路,T7,,
S405,10,6,28616,28651,,五棵松,T7,,
S405,10,5,28791,28821,,玉泉路,T7,,
S405,10,4,28941,28971,,八宝山,T7,,
S405,10,3,29121,29151,,八角村,T7,,
S405,10,2,29301,29331,,古城,T7,,
S405,10,1,29531,29531,,苹果园,T7,,
S405,8,23,26586,26586,,四惠东,T7,,
S405,8,22,26726,26756,,四惠,T7,,
S405,8,21,26899,26944,,大望路,T7,,
S405,8,20,27064,27109,,国贸,T7,,
S405,8,19,27194,27224,,永安里,T7,,
S405,8,18,27344,27389,,建国门,T7,,
S405,8,17,27499,27544,,东单,T7,,
S405,8,16,27629,27659,,王府井,T7,,
S405,8,15,27749,27775,,天东,T7,,
S405,8,14,27865,27891,,天西,T7,,
S405,8,13,27996,28041,,西单,T7,,
S405,8,12,28161,28211,,复兴门,T7,,
S405,8,11,28271,28297,,礼士路,T7,,
S405,8,10,28417,28447,,木樨地,T7,,
S405,8,9,28547,28597,,军博,T7,,
S405,8,8,28697,28738,,公主坟,T7,,
S405,8,7,28848,28883,,万寿路,T7,,
S405,8,6,29018,29053,,五棵松,T7,,
S405,8,5,29193,29223,,玉泉路,T7,,
S405,8,4,29343,29373,,八宝山,T7,,
S405,8,3,29523,29553,,八角村,T7,,
S405,8,2,29703,29733,,古城,T7,,
S405,8,1,29933,29933,,苹果园,T7,,
S405,10,23,26988,26988,,四惠东,T7,,
S405,10,22,27128,27158,,四惠,T7,,
S405,10,21,27301,27346,,大望路,T7,,
S405,10,20,27466,27511,,国贸,T7,,
S405,10,19,27596,27626,,永安里,T7,,
S405,10,18,27746,27791,,建国门,T7,,
S405,10,17,27901,27946,,东单,T7,,
S405,10,16,28031,28061,,王府井,T7,,
S405,10,15,28151,28177,,天东,T7,,
S405,10,14,28267,28293,,天西,T7,,
S405,10,13,28398,28443,,西单,T7,,
S405,10,12,28563,28613,,复兴门,T7,,
S405,10,11,28673,28699,,礼士路,T7,,
S405,10,10,28819,28849,,木樨地,T7,,
S405,10,9,28949,28999,,军博,T7,,
S405,10,8,29099,29140,,公主坟,T7,,
S405,10,7,29250,29285,,万寿路,T7,,
S405,10,6,29420,29455,,五棵松,T7,,
S405,10,5,29595,29625,,玉泉路,T7,,
S405,10,4,29745,29775,,八宝山,T7,,
S405,10,3,29925,29955,,八角村,T7,,
S405,10,2,30105,30135,,古城,T7,,
S405,10,1,30335,30335,,苹果园,T7,,
S405,8,23,27390,27390,,四惠东,T7,,
S405,8,22,27530,27560,,四惠,T7,,
S405,8,21,27703,27748,,大望路,T7,,
S405,8,20,27868,27913,,国贸,T7,,
S405,8,19,27998,28028,,永安里,T7,,
S405,8,18,28148,28193,,建国门,T7,,
S405,8,17,28303,28348,,东单,T7,,
S405,8,16,28433,28463,,王府井,T7,,
S405,8,15,28553,28579,,天东,T7,,
S405,8,14,28669,28695,,天西,T7,,
S405,8,13,28800,28845,,西单,T7,,
S405,8,12,28965,29015,,复兴门,T7,,
S405,8,11,29075,29101,,礼士路,T7,,
S405,8,10,29221,29251,,木樨地,T7,,
S405,8,9,29351,29401,,军博,T7,,
S405,8,8,29501,29542,,公主坟,T7,,
S405,8,7,29652,29687,,万寿路,T7,,
S405,8,6,29822,29857,,五棵松,T7,,
S405,8,5,29997,30027,,玉泉路,T7,,
S405,8,4,30147,30177,,八宝山,T7,,
S405,8,3,30327,30357,,八角村,T7,,
S405,8,2,30507,30537,,古城,T7,,
S405,8,1,30737,30737,,苹果园,T7,,
S405,10,23,27792,27792,,四惠东,T7,,
S405,10,22,27932,27962,,四惠,T7,,
S405,10,21,28105,28150,,大望路,T7,,
S405,10,20,28270,28315,,国贸,T7,,
S405,10,19,28400,28430,,永安里,T7,,
S405,10,18,28550,28595,,建国门,T7,,
S405,10,17,28705,28750,,东单,T7,,
S405,10,16,28835,28865,,王府井,T7,,
S405,10,15,28955,28981,,天东,T7,,
S405,10,14,29071,29097,,天西,T7,,
S405,10,13,29202,29247,,西单,T7,,
S405,10,12,29367,29417,,复兴门,T7,,
S405,10,11,29477,29503,,礼士路,T7,,
S405,10,10,29623,29653,,木樨地,T7,,
S405,10,9,29753,29803,,军博,T7,,
S405,10,8,29903,29944,,公主坟,T7,,
S405,10,7,30054,30089,,万寿路,T7,,
S405,10,6,30224,30259,,五棵松,T7,,
S405,10,5,30399,30429,,玉泉路,T7,,
S405,10,4,30549,30579,,八宝山,T7,,
S405,10,3,30729,30759,,八角村,T7,,
S405,10,2,30909,30939,,古城,T7,,
S405,10,1,31139,31139,,苹果园,T7,,
S405,8,23,28194,28194,,四惠东,T7,,
S405,8,22,28334,28364,,四惠,T7,,
S405,8,21,28507,28552,,大望路,T7,,
S405,8,20,28672,28717,,国贸,T7,,
S405,8,19,28802,28832,,永安里,T7,,
S405,8,18,28952,28997,,建国门,T7,,
S405,8,17,29107,29152,,东单,T7,,
S405,8,16,29237,29267,,王府井,T7,,
S405,8,15,29357,29383,,天东,T7,,
S405,8,14,29473,29499,,天西,T7,,
S405,8,13,29604,29649,,西单,T7,,
S405,8,12,29769,29819,,复兴门,T7,,
S405,8,11,29879,29905,,礼士路,T7,,
S405,8,10,30025,30055,,木樨地,T7,,
S405,8,9,30155,30205,,军博,T7,,
S405,8,8,30305,30346,,公主坟,T7,,
S405,8,7,30456,30491,,万寿路,T7,,
S405,8,6,30626,30661,,五棵松,T7,,
S405,8,5,30801,30831,,玉泉路,T7,,
S405,8,4,30951,30981,,八宝山,T7,,
S405,8,3,31131,31161,,八角村,T7,,
S405,8,2,31311,31341,,古城,T7,,
S405,8,1,31541,31541,,苹果园,T7,,
